duration,days_left,price,predict_1,predict_2,final_predictions
7.42,25,3090,3146.97,3153.9,3218.17
25.33,14,15154,13888.18,13606.3,14109.69
26.75,4,42142,36226.24,34324.9,34257.94
6.25,21,5648,5628.06,5570.57,5625.8
19.92,28,38099,38099.0,38099.0,38099.0
6.0,27,56476,56476.0,56476.0,56476.0
6.58,18,39377,40092.68,40172.2,43394.66
23.33,6,7813,7850.29,7839.91,7817.09
7.08,48,4079,3210.05,3151.43,2900.81
7.33,49,3393,3339.87,3223.28,3386.87
16.17,44,4678,5029.04,4920.31,4814.79
12.42,9,60508,69597.47,68946.98,66115.84
25.25,17,44647,44368.07,44906.32,44175.5
23.17,25,45883,45883.0,45883.0,45883.0
11.75,33,6158,6188.29,6179.0,6188.35
28.42,1,11843,13545.74,14188.27,14117.94
1.67,43,2132,2132.0,2132.98,2132.0
7.5,44,1890,2961.43,2972.78,2845.02
9.5,18,60365,60646.91,60704.03,61051.9
21.5,42,58394,56075.2,55666.5,55735.91
2.25,3,6532,6564.43,6367.45,6811.39
5.58,35,53209,56866.92,54242.76,57017.35
7.33,5,57999,57272.01,56685.24,56611.86
9.83,26,6985,6964.38,6973.47,6999.14
12.58,43,5227,5227.0,5246.37,5174.58
1.92,3,25660,24808.04,26118.66,29619.84
5.58,44,2359,2755.33,2904.88,2559.28
11.08,37,4827,4827.0,4827.0,4827.86
13.58,29,9750,5549.4,5758.32,5446.533333333334
13.08,37,6395,6395.0,6431.01,6390.28
14.08,6,51058,52250.15,53330.66,52276.51
13.75,38,60508,63995.9,63702.24,65036.25
11.17,33,44280,44280.0,44280.0,44280.0
6.75,23,4453,4731.33,4628.17,4658.23
19.08,35,4099,4207.1,4222.85,4275.73
7.83,31,4383,4234.91,4038.07,3764.8
23.83,30,3306,3306.0,3306.0,3294.66
19.5,13,49725,49725.0,49725.0,49725.0
2.67,23,3150,3825.21,3136.83,3143.76
5.5,39,6296,6311.75,6327.5,6272.81
15.08,29,7135,8319.79,8012.27,8338.61
7.25,36,4020,4020.0,4020.0,4023.8
8.42,7,5293,5810.31,5799.66,5472.89
7.08,23,7522,7610.84,7391.9,7480.1
24.33,19,4593,4489.03,4520.34,4458.84
22.42,47,7021,7039.0,7036.6,7044.78
18.25,34,45185,45185.0,45185.0,45165.73
13.42,44,5219,5075.26,5155.51,5092.88
8.58,32,6024,6144.16,6115.44,6177.59
3.33,46,1755,1920.58,1994.74,1754.15
18.0,10,60260,60260.0,60260.0,60260.0
5.25,22,5220,5233.12,5163.47,5269.3475
13.75,48,6271,6271.0,6271.0,6271.0
25.67,4,11205,11957.486666666668,11443.07,11646.99
7.5,48,5206,5206.0,5206.0,5203.2
9.5,23,19580,8893.33,10587.37,9880.7
10.42,40,4672,4672.0,4672.0,4671.88
9.33,37,5455,6024.6,6101.9,6151.96
8.58,31,55983,55983.0,55983.0,56201.93
24.92,25,44280,44280.0,44280.0,44280.0
2.17,39,2903,2924.0,2903.0,2865.39
21.17,12,79965,62970.12,63544.92,65684.25
5.67,28,2480,2485.51,2480.0,2477.38
1.33,36,1551,1593.33,1593.85,1591.83
2.75,38,4498,4503.06,4498.0,4498.01
26.67,48,5519,5339.85,5521.48,5355.02
27.58,34,42212,42212.0,42164.05,42820.8
8.67,35,7832,7831.89,7832.72,7827.4
26.42,7,53164,53175.2,53164.0,53215.47
8.0,40,3090,3543.86,3564.95,3813.33
11.25,35,49207,49207.0,49207.0,49207.0
5.58,30,6892,6567.07,6549.93,6567.82
4.58,35,7080,7727.61,9788.8,8287.06
6.0,27,6132,6134.21,6123.79,6137.08
5.58,8,7584,7755.52,7752.47,7523.04
6.67,23,4071,4092.2,4111.74,4131.15
2.0,10,6618,7202.73,7007.57,7109.84
2.17,33,3999,4176.01,4218.83,4168.67
24.83,6,44144,44144.0,44372.48,44082.02
13.5,25,3988,4113.07,4460.24,4410.51
14.58,34,37016,37203.23,37214.73,37072.02
14.92,26,45185,45185.0,45185.0,45266.27
7.83,31,3223,3994.89,3812.09,3569.7
7.5,32,5912,6361.82,6503.34,6286.39
14.25,20,4979,4986.62,5059.71,5037.82
16.0,3,7991,10072.2,11274.85,9664.12
5.17,4,10586,11220.76,10981.96,10422.77
22.42,13,55502,55502.0,55502.0,55502.0
11.67,48,3819,3894.21,3861.78,3896.02
2.08,11,5955,6574.34,6349.35,6138.4
23.33,32,50271,50292.33,50271.0,50271.0
9.33,22,72065,69632.36,69508.04,69608.91
6.92,30,3625,3748.38,3916.38,3849.18
25.67,12,7425,7624.18,7525.21,7575.98
10.17,22,6461,6544.27,6546.77,6655.42
7.0,44,48851,48816.95,48846.63,48850.44
12.75,27,58125,60979.79,61799.43,59291.53
13.08,49,3393,3483.15,3536.11,3725.6
8.83,31,45185,46932.02,47567.3,46244.79
3.75,6,9671,8276.86,8274.71,8731.38
9.5,44,44144,44144.0,44144.0,44201.12
2.17,18,3129,3000.97,2704.28,2697.57
10.92,35,3379,3379.0,3674.42,3317.67
7.25,32,4020,4024.88,4020.0,4043.02
5.17,35,3905,5731.37,4972.51,4830.06
17.33,11,42457,42457.0,42457.0,42457.0
2.83,34,27864,27864.0,27864.0,27864.0
8.58,17,69244,70186.61,70323.7,69815.27
2.0,9,6303,6483.47,6468.48,6237.34
5.92,36,4612,4612.0,4612.0,4621.93
14.67,5,11730,13072.07,13377.6,13968.1
10.42,39,6282,6431.88,6021.59,6646.48
1.67,40,2201,2201.0,2201.0,2202.08
8.42,16,54841,55432.36,55387.56,55683.88
10.0,24,66928,70456.23,70148.45,68663.07
17.25,42,37985,37985.0,37985.0,37985.0
7.5,25,5206,5206.0,5206.0,5206.26
13.5,42,60589,55027.42,53466.62,54766.6
3.67,31,2344,2731.66,2467.12,2313.01
2.08,31,4000,4046.2,4006.3,4763.83
13.25,48,3028,3085.89,3068.16,3183.67
11.08,34,60508,60677.93,60676.0,60748.35
2.58,13,20000,20000.0,20000.0,20150.02
2.17,29,2738,2862.96,2781.96,2911.34
4.33,13,5939,6655.32,6932.76,6388.57
8.17,26,2250,2254.45,2265.13,2288.06
22.25,7,51817,55714.62,53815.08,57595.68
13.0,21,3644,4581.67,4870.33,4582.16
10.75,26,2987,3621.44,3624.9,3766.32
26.58,30,58282,58019.0,58026.97,55439.14
14.25,43,6578,6578.0,6578.0,6578.0
5.33,13,8930,7383.87,7452.36,6821.4
12.08,36,56590,56590.0,56590.0,56590.0
15.5,2,11205,11386.79,14242.99,13708.93
15.08,37,7135,7203.99,7188.57,7141.63
13.5,48,3819,3888.45,3965.33,3956.96
2.17,6,5953,5956.22,5954.16,5954.29
7.25,35,6664,6335.95,6311.51,6322.39
1.75,8,5208,5599.39,5576.99,5179.81
2.17,40,34472,34472.0,34472.0,36061.92
16.5,15,45693,45693.0,45693.0,45693.0
1.25,3,15474,14191.44,14191.44,14701.42
21.92,21,6450,6521.75,6495.05,6456.24
7.67,43,66063,65973.4,66366.94,66508.15
14.08,43,51058,51058.0,51058.0,51061.26
14.92,39,45257,45257.0,45257.0,45257.0
12.08,40,4971,5088.83,5087.09,5074.94
11.25,5,52287,53330.65,52764.96,54077.21
16.17,28,6067,6067.0,6067.0,6067.0
8.92,28,5421,5452.02,5648.76,5504.8
12.0,48,6598,6610.58,6607.49,6641.32
12.83,49,5761,6531.32,7126.0,6438.28
15.75,36,5817,5916.12,5919.72,5929.31
5.08,13,12528,11975.88,12164.33,12081.08
9.58,14,59827,52258.04,53110.36,54582.31
13.92,38,9324,4389.9,4550.87,4407.64
9.0,11,19796,18986.56,19629.35,18384.57
14.92,10,56588,56588.0,56644.67,56588.0
14.42,15,60978,61240.99,61988.21,61182.0
26.08,14,13579,13350.42,13210.76,13200.86
14.67,38,54841,51095.17,51072.2,50655.1
10.83,6,58315,58398.1,58051.8,59391.37
7.75,11,9904,10119.94,10067.58,9936.89
5.67,17,5276,6217.88,8291.62,5820.44
8.17,25,3916,3912.58,3909.16,3917.33
5.5,32,5668,5704.6,5745.31,5639.2
19.92,39,5441,5441.0,5441.0,5441.0
2.75,1,10114,7840.16,7974.08,8920.68
11.42,26,6122,6126.6,6172.4,6124.63
21.92,37,6437,6447.5,6443.28,6601.93
27.83,4,13713,15286.01,14865.27,14891.76
15.75,29,3571,3547.0,3544.0,3562.56
27.08,45,5232,5221.78,5296.99,5279.83
1.58,18,2124,2134.6,2129.3,2194.1
10.5,39,62591,63092.76,62378.2,62723.573333333334
2.83,29,4500,4500.0,4502.21,4500.05
13.67,28,52522,52522.0,52522.0,52522.0
19.33,34,6032,6032.0,6032.0,6032.0
17.83,6,69997,72527.08,71541.72,71501.79
24.92,18,4672,4791.91,4831.0,4496.88
17.0,33,47586,49557.2,49646.8,48084.87
13.17,28,54896,54896.0,55181.79,54755.07
10.25,19,4049,4119.92,3962.97,4014.41
21.75,7,16887,15488.57,14209.26,15313.18
14.08,33,5230,5268.64,5753.35,5801.8
4.25,25,2621,2713.39,2687.65,2992.31
8.25,15,53743,53901.82,53855.9,53531.68
13.0,28,53209,53209.0,53209.0,53209.0
12.92,13,10425,10613.28,10582.16,10646.41
11.58,26,9734,9791.68,9734.986666666666,9287.679333333332
2.58,33,4499,4499.0,4499.0,4520.15
6.58,44,42457,42913.96,42856.84,42557.1
19.25,28,41281,41281.0,41281.0,41281.0
23.5,23,62255,59367.35,56470.25,59911.36
16.83,36,5798,5496.32,5479.24,5606.1425
8.08,36,2646,2827.52,2991.49,2889.72
13.17,28,51345,51345.0,51465.96,51342.72
26.33,41,5632,5991.98,5930.45,5712.73
24.0,25,6277,6539.3,6541.71,6401.14
10.92,24,3727,3892.12,3707.82,3512.53
8.33,40,60508,60524.8,60508.0,60508.0
9.67,45,8589,8505.62,8580.32,8664.89
2.33,20,2410,2432.09,2433.31,2450.62
18.17,37,55377,55618.92,55497.96,56034.29
28.5,11,50271,50876.69,50209.02,51448.41
13.0,36,6502,6496.72,6497.84,6502.0
25.83,24,5276,5514.08,5640.47,5499.74
2.25,49,2410,2410.0,2410.0,2410.8
23.75,33,41064,41064.0,41064.0,41064.0
6.58,21,4792,4818.56,4796.17,4873.56
14.67,49,5102,5419.11,5372.7,5409.4
2.92,16,4499,5584.01,5464.69,5340.82
15.75,25,60508,61580.06,62322.4,63633.27
10.08,48,69265,80617.88,80182.94666666667,78688.09
26.42,31,51595,51595.0,51595.0,51595.0
15.92,31,3862,4323.23,4806.05,4366.79
7.33,43,53164,53392.48,53563.84,53209.16
10.5,45,5656,5656.0,5656.0,5658.1
9.5,14,8239,6084.0,6602.28,5881.61
13.5,15,5681,7044.34,6972.21,7057.64
22.25,48,6502,6410.43,6388.51,6423.91
26.25,15,6249,6627.93,6493.42,6379.91
9.33,40,7563,7563.0,7540.55,7567.44
24.67,35,42457,42457.0,42457.0,42457.0
5.08,15,13001,11378.63,12090.48,11566.11
15.17,28,8838,8941.95,8950.21,8773.96
10.67,12,7484,7484.0,7507.15,7486.78
8.25,30,49177,49177.0,49177.0,49177.0
13.83,25,5622,5580.57,5590.92,5582.2
19.33,45,44144,44144.0,44144.0,44144.0
11.92,29,6437,6436.55,6436.6,6437.0
2.25,32,2339,2358.89,2370.34,2412.0
24.83,24,5276,5578.81,5557.84,5654.306666666667
18.17,22,65529,65529.0,65571.2,66096.55
5.58,33,2704,4337.57,4596.0,4658.02
13.33,37,64831,66538.53,65923.0,64267.03
8.92,42,4279,4459.34,4293.84,4376.07
24.25,34,56588,57992.41,58058.16,58104.14
9.17,5,8653,11850.27,12134.56,11014.79
8.42,27,4111,4111.0,4111.0,4111.0
24.33,21,49207,49207.0,49207.0,49207.0
26.75,45,60396,58443.96,60396.0,63333.24
1.17,36,1788,1555.25,1545.45,1573.19
16.42,31,54841,55000.04,54920.52,55275.11
17.17,32,4613,4682.32,4629.99,4736.78
13.58,44,7196,6877.85,6946.13,6941.76
11.33,31,3381,3799.6,3878.88,3832.72
8.58,3,19197,20390.57,20135.86,20737.966666666667
7.08,39,4367,5162.78,4929.0,4848.46
2.33,16,2621,2637.1,2621.0,2611.06
9.58,36,54841,55000.04,55012.36,54974.31
8.58,45,7721,7706.5,7677.5,7850.61
7.33,32,8111,8167.7,8192.9,7957.61
14.58,43,5549,5549.0,5549.0,5549.99
5.83,38,3652,3794.47,3884.93,4196.24
5.92,15,6488,6162.25,6355.73,6054.8
2.42,47,3999,3999.0,3999.0,4023.5
1.92,45,2150,2150.0,2150.0,2150.0
32.0,8,13961,15354.39,12993.84,17571.96
14.42,48,34681,36721.41,36382.77,40515.98
15.67,23,45883,45883.0,45883.0,45883.0
14.5,18,7585,7128.91,8405.61,6736.18
8.25,26,58125,62970.58,63624.0,60715.82
2.0,45,3572,3055.41,3043.17,3023.94
16.58,21,64113,65133.32,64531.88,64536.98
12.33,26,6568,6786.25,6775.57,6633.94
6.92,48,4439,5390.25,5390.74,5191.6
29.83,33,7446,7466.96,7469.58,7431.82
2.75,22,4452,4044.57,4242.34,4322.37
6.08,9,5293,8258.01,8658.31,8734.92
13.75,18,7999,7939.77,8391.28,7301.73
4.33,19,4211,4134.65,4106.26,4144.96
6.17,46,1694,1820.48,1813.04,1699.33
15.17,16,5915,5855.06,5965.12,6051.81
15.92,37,7148,5987.18,6115.66,6059.69
28.0,44,5093,5163.43,5211.61,5229.08
7.92,45,4477,4142.37,4224.96,4392.61
6.33,27,12920,12754.86,12721.43,12764.31
7.75,12,9904,10056.16,10063.6,9885.6
15.75,10,31902,32103.6,32364.88,32131.54
23.0,47,5888,5946.11,6098.0,5889.99
10.42,35,4011,3499.58,3547.24,3446.85
7.0,25,67004,67004.0,67004.0,67299.06
5.67,20,4830,5726.31,5838.58,5664.24
11.92,32,37985,37985.0,37985.0,37985.0
8.58,39,1694,1685.09,1716.32,1679.27
9.67,17,8701,9208.26,9743.78,8917.1
12.17,7,73657,61183.47,60927.08,60331.54
6.5,33,42521,42521.0,42521.0,43077.64
8.0,26,5958,6053.78,6020.0,6033.2
24.25,30,3988,4372.86,4471.92,4437.56
2.08,34,2900,2900.0,2900.0,2903.69
25.5,25,4368,4764.1,4822.64,4841.72
10.92,45,4097,4747.96,4162.21,3986.53
6.83,43,4071,4938.13,4821.84,4960.25
25.58,5,12318,12275.18,12268.04,12087.21
9.33,27,5696,5775.0,5635.94,5579.19
14.17,30,51372,51372.0,51372.0,51492.69
18.25,45,52287,52287.0,52574.8,52941.22
8.58,5,6932,7438.68,7512.47,7063.94
10.83,17,49725,52427.11,52127.4,54878.4
11.0,36,4229,4376.36,4342.11,4407.73
4.33,36,5724,6390.02,6584.29,6382.23
5.92,27,6711,6713.1,6706.66,6716.19
12.75,5,7412,8338.13,8578.95,8623.61
6.58,30,7623,7312.27,7088.24,7257.92
10.67,35,9383,9378.312,9378.312,9382.93
6.08,37,5584,7189.06,7264.3,6994.82
8.83,14,14312,11408.53,11988.5,12303.635
8.17,26,4971,5039.7,5001.38,4988.67
17.0,18,49725,49725.0,49725.0,49725.0
25.58,34,4942,4961.66,4955.45,4985.84
22.25,15,71117,63705.57,64158.15,60678.98
10.0,15,11129,11069.68,11160.77,10980.34
31.25,16,10966,10764.61,10453.86,10544.47
15.92,38,44280,44280.0,44280.0,44280.0
9.08,22,4162,4159.81,4159.81,4268.91
12.67,30,72065,64261.96,64261.96,65145.3
23.92,18,62188,61961.26,62563.6,64086.55
11.5,1,14945,9759.86,8418.67,12000.22
12.25,37,7897,8201.71,8238.31,8322.1
2.17,14,5955,6067.62,5984.37,5976.55
8.92,25,56476,56476.0,56476.0,56476.0
10.33,7,5955,7751.99,7876.61,8003.32
12.42,12,16349,15540.52,15619.23,15848.17
2.17,25,36700,37097.6,37097.72,36665.82
17.17,24,4230,4314.26,4850.43,4407.37
6.92,23,4141,5992.34,5850.9,6282.7
15.75,16,6252,6183.95,6719.55,5909.28
23.75,17,5483,6049.02,5865.27,6031.79
2.17,18,4536,3650.37,3644.31,3624.83
1.83,25,2124,2182.36,2145.92,2209.56
13.33,8,14231,16592.2,16038.58,19131.04
6.25,28,4086,4256.1,4243.5,4334.18
8.58,14,13840,12321.2,9157.1,14046.01
7.08,11,56590,56469.56,56590.0,55706.79
2.17,13,5955,6021.64,5973.19,5953.54
19.92,35,8478,8532.61,8543.62,8693.416666666666
14.17,48,3471,3534.0,3534.0,3827.72
10.5,39,6482,6832.73,6735.03,6763.25
5.67,20,2767,2909.43,2949.83,2812.58
6.83,47,2361,2361.0,2366.08,2337.47
2.92,39,4500,4596.18,4594.22,4359.18
12.17,42,60160,61081.76,60128.64,60512.08
27.0,32,49553,49553.0,49794.92,49559.62
2.0,42,22152,22169.92,22152.0,21975.36
4.83,11,10008,10260.65,10562.52,10462.38
23.83,28,6461,6540.55,6682.02,6250.97
9.25,35,56702,57030.75,56965.0,57491.02
8.25,5,45012,51432.71,52322.73,54962.52
16.33,22,54684,54684.0,54684.0,54684.0
16.5,32,4417,4400.28,4412.58,4385.61
6.17,14,12873,9782.53,11558.83,11594.55
28.0,27,5495,5641.03,5405.91,5396.16
10.5,22,5037,6238.23,6226.28,6009.22
9.67,17,12370,10512.21,9564.98,9979.26
2.17,23,36700,37870.4,37733.76,40736.01
17.67,23,3866,5180.67,5524.66,5749.78
2.33,14,5955,5955.0,5954.98,5959.04
20.5,8,55750,57739.11,56687.74,57491.0
23.33,18,5460,5902.36,5963.24,5826.74
17.17,15,10349,9746.67,9755.62,9215.5875
5.58,41,5892,5892.0,5892.0,5892.0
13.58,39,45693,45693.0,45693.0,45693.0
7.17,42,52715,53051.0,53017.74,52933.73
13.92,48,2050,2303.61,2330.75,2227.5
18.42,26,58315,58265.72,58315.0,61588.54
16.33,5,54777,61316.97,62543.98,58345.92
8.75,30,11231,6188.28,6003.63,5928.48
2.92,21,4500,4500.0,4500.0,4500.0
18.0,40,6308,6408.34,6403.67,6434.21
7.08,7,39321,39321.0,39321.0,39364.57
7.67,18,5954,6476.1,6454.55,6214.46
14.42,17,4593,4492.51,4724.27,4422.31
14.5,47,4537,4568.15,4580.6,4762.08
15.17,17,68415,56314.19,56065.55,56842.89
8.5,45,6502,6579.57,6422.2,6509.93
13.25,7,59033,59055.4,59033.0,59611.11
13.17,10,14994,13294.106666666667,13570.97,13719.41
6.58,1,20613,18931.32,19835.45,20240.96
21.25,6,9730,10678.581,10148.376,10985.2
7.17,30,51405,54061.64,53873.6,52469.04
27.58,19,5289,5297.13,5301.52,5613.4
8.25,49,4496,4496.0,4496.0,4496.0
11.33,25,3279,2354.03,2334.92,2709.56
2.08,33,2339,2339.0,2347.63,2348.29
2.25,33,24056,24844.88,24450.44,25511.74
7.17,19,60260,73004.72,72593.6,71433.90666666668
18.0,44,5206,5791.36,5633.04,5422.5
1.0,32,1603,1606.28,1609.86,1588.89
8.83,42,3236,3866.47,3822.18,3672.38
9.83,7,52175,52175.0,52175.0,52301.82
27.25,3,53186,53850.8,54179.79,55137.42
11.58,38,62188,62171.2,62188.0,62188.0
24.0,30,7433,8264.71,8119.67,8257.51
28.0,34,43910,43910.0,43910.0,43910.0
15.75,46,73377,73194.1,73195.89,72198.54666666668
15.42,40,64173,69187.24,66696.36,69538.92
24.67,30,67130,64778.76,65167.84,60808.34
21.25,41,4287,4464.75,4457.05,4325.45
8.33,15,55377,55377.0,55377.0,55576.76
10.5,28,4284,4688.58,4593.57,4379.87
6.33,20,5177,5318.92,5168.87,5192.03
13.83,4,12397,9698.19,8118.35,9997.99
23.42,45,5771,5741.1,5771.0,5688.25
10.92,25,50361,50361.0,50361.0,50361.0
15.83,9,11205,11398.4,11571.093333333334,11739.25
26.17,15,67769,67848.52,67848.52,67892.29
13.42,47,7004,7550.89,7376.0,7666.17
9.42,22,4266,4454.66,4477.82,4374.99
9.92,37,5441,5441.0,5441.0,5441.0
25.67,48,10496,11691.76,11185.83,10704.9
5.58,6,14355,14759.25,14656.35,14310.96
11.67,1,12884,12440.74,9777.72,11477.6
9.5,26,58125,63554.87,63255.7,61307.33
8.5,31,50409,42457.0,42457.0,42617.32
2.17,42,27976,27976.0,27976.0,27976.0
8.33,30,4453,4751.62,5031.41,4745.19
8.58,14,15058,13007.64,12320.1,12562.34
12.25,32,6195,6195.0,6195.0,6195.0
11.5,22,6461,6626.444,6709.87,6566.22
11.42,15,46097,46097.0,46097.0,46097.0
23.08,22,42521,42521.0,42521.0,42521.0
18.0,26,5206,5397.84,5335.245,5797.78
13.58,25,44280,44280.0,44280.0,44280.0
2.75,39,4427,4431.86,4441.58,4448.02
10.5,15,10782,13801.361,11965.249333333333,13726.1
26.17,29,4095,4163.26,4192.43,4184.11
2.83,15,4499,4509.96,4530.91,4568.86
9.75,40,39847,39761.14,39675.28,39841.91
1.83,11,5179,5178.22,5207.38,5168.18
10.25,24,60396,60396.0,60394.64,60396.0
2.25,1,15720,9887.05,9515.57,11571.36
9.58,44,2228,2715.76,2906.05,3237.81
9.33,19,62524,62550.88,62446.72,62039.68
6.92,40,4439,4366.16,4328.07,4428.83
13.17,27,56588,59678.25,60204.25,60148.85
16.0,19,4660,4699.31,4657.76,4606.6
13.58,2,17683,18140.96,18881.33,19261.92
23.08,15,7580,8680.08,8561.41,9185.71
10.33,32,3090,3110.8,3090.0,3090.0
8.67,7,60978,60978.0,60978.0,60928.91
9.33,18,5942,7751.73,7680.43,7664.133000000001
23.83,7,66063,59982.71,62035.6,63651.52
10.42,7,49992,48107.04,47650.08,47562.37
6.17,27,6854,7946.32,7407.69,7804.42
21.5,41,60396,60396.0,60396.0,60452.67
11.17,9,60365,62454.92,64327.56,61103.86
4.33,36,2212,2216.39,2212.0,2229.18
5.0,35,4069,4051.41,4331.33,4074.21
15.33,32,52586,52586.0,52586.0,52880.17
14.42,44,8111,8111.0,8114.15,8111.0
2.08,8,23898,23898.0,23898.0,23898.0
13.17,35,3014,3014.0,3207.14,3192.82
7.17,42,3528,3257.89,3376.59,3254.3
6.0,33,6568,6568.0,6568.0,6575.41
20.5,2,21189,20333.39,20282.01,21111.89
3.67,38,2464,2460.28,2482.23,2432.92
12.67,16,52175,52354.2,52372.25,52228.56
21.08,21,3519,3586.21,3651.15,3959.22
26.25,30,6064,5459.63,5603.75,5586.099499999999
8.92,38,4821,4660.71,4543.23,4514.25
13.83,23,4896,4826.9,4778.91,4852.11
2.92,16,4817,4573.61,4898.54,4581.31
5.83,33,54608,58400.87,58177.76,58326.32
10.08,5,80544,60952.03,60248.54,60155.0
10.67,15,12873,9428.6,9533.1,9441.2
11.42,27,4111,4117.85,4117.85,4111.0
12.75,20,2105,3622.78,3499.2,3937.72
2.0,39,3000,3042.85,3044.31,3378.28
7.08,32,1998,1998.0,1998.0,1998.0
6.67,40,1543,1581.33,1554.61,1543.0
23.33,2,46843,41678.8,39459.83,43980.38
9.33,18,7145,7269.31,7161.51,7213.14
11.58,27,5939,5703.69,5874.2,5770.9
8.25,7,6663,8133.76,8892.11,8054.383333333332
9.17,9,11627,9837.64,10330.63,10770.6
8.25,20,7076,6814.39,6768.01,6835.84
12.67,13,12538,12518.13,12348.5,12271.55
9.08,25,7898,3614.88,3529.02,3464.93
6.08,17,5734,6094.81,5966.2,6086.47
25.83,49,4348,4397.05,4387.78,4460.09
9.75,5,10680,10680.0,10680.0,10677.81
2.25,16,3855,3773.24,4015.97,3643.58
1.75,19,20760,20760.0,20760.0,21673.16
5.42,22,4496,4543.25,4580.0,4786.22
10.0,36,4704,4533.51,4363.39,4492.65
8.08,6,11129,11177.99,11209.24,11159.86
8.58,31,3568,3568.0,3568.0,3568.03
25.25,8,44647,44950.28,45827.02,45231.49
2.83,9,27792,42436.29,39809.03,40230.66
1.42,28,1977,1977.0,1977.0,2099.56
22.83,21,52063,57797.4,57797.4,58205.83
10.17,1,17726,19820.67,19164.33,21946.82
13.92,14,5953,6026.72,5931.99,5989.13
12.58,44,60260,60260.0,60260.0,60260.0
9.58,3,13200,14813.05,14681.49,17523.449166666665
25.58,47,3940,4160.55,3990.72,4157.65
7.67,38,4020,3505.82,3939.95,3916.84
26.92,11,6238,6425.44,7132.28,6310.44
7.83,21,12366,14458.39,14522.1,13724.27
15.5,40,63889,53073.16,52392.99,51577.67
2.17,25,22152,22152.0,22152.0,22152.0
9.92,27,3253,3345.7,3366.78,4012.05
22.42,40,62188,62101.54,62111.17,62883.37
17.17,17,61023,62427.48,62924.76,62733.37
12.33,33,4173,4215.0,4173.0,4209.47
6.33,43,12657,10729.72,10850.58,10194.01
14.0,41,4144,4208.0,4165.15,4398.24
22.58,47,6200,6180.06,6204.2,6282.88
32.75,4,12827,12644.19,13049.09,13852.7
13.67,26,42521,42521.0,42521.0,42521.0
16.0,22,6037,5604.89,5550.16,5568.33
8.0,30,4896,4896.0,4896.0,4896.0
6.67,33,56702,56702.0,56702.0,56705.15
3.58,43,5127,5193.39,4352.31,3826.52
10.0,6,12579,15181.18,15719.92,14306.16
15.08,41,4357,4375.48,4372.75,4421.35
16.5,46,5761,5565.2,5740.12,5428.73
19.33,48,5892,5911.84,5892.0,5900.72
1.17,1,10300,7270.87,7158.95,8059.22
24.0,22,6083,5376.38,5224.6,5266.91
2.33,39,2700,2704.0,2708.7,2716.58
1.75,48,2201,2203.16,2230.19,2204.37
1.25,24,1551,1618.34,1634.12,1623.78
7.0,8,11129,11304.51,11323.98,11053.0
6.67,26,6461,6476.03,6472.94,6478.34
7.5,31,11676,10127.62,10010.28,10276.75
11.92,34,3569,4751.7,6410.97,4836.14
13.58,20,4593,4616.92,4581.96,4574.89
15.25,17,49725,49725.0,49725.0,49725.0
7.42,49,9506,9770.91,9565.98,9384.87
9.83,44,7900,7883.87,7883.87,7882.68
25.75,18,3876,3754.0,3754.82,4076.44
11.17,11,9840,9844.2,9840.0,9859.04
10.75,49,7576,7481.02,7576.0,7499.77
10.0,19,6954,10592.351999999999,10391.858,9831.19
7.92,44,3223,3696.36,3993.55,3814.76
6.25,38,50271,50451.32,50451.32,50454.0
2.25,42,22140,22140.0,22140.0,22140.0
8.42,18,5293,5432.43,5526.69,5186.32
6.0,9,9819,7919.77,8031.62,7721.57
9.83,39,62188,62070.4,62087.2,62198.86
5.67,36,5276,5764.64,5982.84,5777.55
10.42,13,13083,10605.2,10911.87,10557.0
2.17,10,6585,7204.27,7242.39,7833.24
9.33,36,4173,4481.19,4415.48,4350.47
26.08,49,44081,44380.04,44003.16,43840.2
16.92,4,7584,7584.0,7639.02,7661.78
18.33,49,53209,53550.27,52992.19,53421.94
23.17,34,6577,6482.35,6369.22,6506.62
17.08,44,35520,35520.0,35490.89,35856.0
2.25,2,5943,5966.29,6000.46,5965.29
16.0,1,80089,77878.91,76863.07,81065.7
8.75,35,3090,3090.0,3090.0,3090.0
16.08,15,61597,59488.17,59857.64,60230.07
21.83,39,45693,45693.0,45693.0,45693.0
16.75,46,4789,4837.67,4863.14,4828.19
10.5,8,13988,11111.27,11168.53,12050.69
20.25,33,6740,7247.33,7165.29,7515.41
15.25,38,37846,37823.08,37846.0,37804.1
24.58,43,37432,37599.83,37370.6,37647.71
16.08,44,4979,5039.84,5023.58,5078.53
1.17,29,1788,1570.17,1556.69,1603.2
10.42,36,59929,59929.0,59929.0,59929.0
13.75,4,53164,62670.65,62314.83,62401.71
15.92,38,5792,4507.21,4620.68,4857.62
17.08,43,3988,3981.59,3990.88,3977.28
11.17,45,3998,5928.81,4190.14,4226.78
9.5,27,68743,71043.9,71175.38,68683.28
14.33,25,60601,59321.03,59113.6,58615.73333333334
17.67,48,8111,8111.0,8111.0,8111.0
2.42,29,3999,4410.46,4293.22,4345.52
8.58,39,55983,55983.0,55983.0,55983.0
3.08,17,4792,6574.09,5730.29,5811.56
2.58,46,3860,3860.0,3861.62,3862.03
13.75,16,3876,4469.46,4160.27,4349.39
8.5,9,66928,70886.64,69994.56,71645.02
14.92,37,54608,54608.0,54608.0,54608.0
